timestamp,sending_rate
0.0,905.74
0.19999980926513672,986.61
0.40799999237060547,953.04
0.6139998435974121,939.28
0.8179998397827148,948.98
1.0209999084472656,944.60
1.2209999561309814,973.21
1.4279999732971191,925.13
1.6319999694824219,946.50
1.8399999141693115,949.04
2.0429999828338623,953.67
2.25,953.48
2.4559998512268066,947.48
2.6639997959136963,950.96
2.872999906539917,950.54
3.0779998302459717,951.86
3.2879998683929443,944.47
3.49399995803833,952.07
3.697999954223633,956.06
3.9079999923706055,955.92
4.113999843597412,954.40
4.316999912261963,957.30
4.519999980926514,954.89
4.726999998092651,943.88
4.930999994277954,955.37
5.142999887466431,945.51
5.349999904632568,946.54
5.554999828338623,953.40
5.761999845504761,950.06
5.9649999141693115,951.80
6.169999837875366,949.32
6.376999855041504,944.15
6.5849997997283936,949.06
6.791999816894531,951.54
6.996999979019165,951.77
7.202999830245972,910.66
7.409999847412109,952.02
7.61899995803833,948.21
7.825999975204468,949.66
8.031999826431274,948.22
8.242999792098999,923.88
8.449999809265137,943.38
8.649999856948853,993.50
8.855999946594238,905.22
9.065999984741211,942.01
9.273000001907349,941.68
9.482999801635742,950.45
9.690999984741211,950.38
9.899999856948853,945.09
10.099999904632568,996.72
10.309000015258789,898.29
10.51799988746643,953.49
10.723999977111816,952.33
10.928999900817871,950.69
11.133999824523926,947.53
11.33899998664856,949.87
11.541999816894531,950.16
11.746999979019165,954.19
11.95199990272522,940.08
12.15499997138977,944.49
12.360999822616577,953.45
12.563999891281128,951.22
12.7739999294281,942.83
12.98199987411499,951.01
13.186999797821045,951.83
13.394999980926514,953.12
13.603999853134155,949.46
13.809000015258789,951.54
14.01799988746643,930.05
14.22599983215332,945.54
14.434000015258789,948.60
14.643999814987183,941.72
14.848999977111816,947.78
15.057999849319458,942.37
15.263999938964844,946.82
15.470999956130981,947.44
15.676999807357788,943.82
15.882999897003174,946.96
16.0939998626709,943.71
16.299999952316284,944.09
16.507999897003174,953.92
16.71499991416931,955.13
16.918999910354614,954.62
17.121999979019165,951.25
17.323999881744385,953.52
17.531999826431274,947.15
17.734999895095825,940.64
17.93999981880188,946.31
18.143999814987183,948.46
18.347999811172485,948.82
18.551999807357788,947.39
18.75499987602234,952.00
18.96299982070923,949.69
19.167999982833862,953.86
19.370999813079834,956.30
19.578999996185303,943.95
19.782999992370605,954.43
19.99399995803833,956.66
20.198999881744385,955.50
20.401000022888184,955.59
20.603999853134155,956.23
20.80900001525879,955.61
21.013000011444092,955.72
21.22000002861023,954.97
21.42199993133545,955.17
21.626999855041504,955.86
21.829999923706055,955.67
22.03600001335144,955.93
22.238999843597412,955.50
22.442999839782715,955.37
22.645999908447266,955.42
22.847999811172485,955.35
23.051999807357788,956.20
23.257999897003174,956.27
23.467999935150146,955.05
23.67199993133545,956.51
23.871999979019165,953.69
24.078999996185303,950.19
24.28499984741211,951.12
24.490999937057495,950.25
24.694999933242798,945.46
24.901999950408936,950.24
25.107999801635742,949.42
25.312999963760376,949.81
25.518999814987183,941.23
25.728999853134155,954.32
25.932999849319458,949.89
26.140999794006348,936.72
26.34599995613098,950.19
26.549000024795532,945.07
26.75599980354309,948.05
26.96299982070923,950.70
27.171000003814697,941.60
27.376999855041504,940.83
27.58399987220764,952.58
27.789999961853027,953.87
27.996999979019165,950.08
28.199999809265137,956.80
28.405999898910522,949.39
28.608999967575073,947.66
28.813999891281128,948.68
29.020999908447266,943.90
29.22499990463257,948.57
29.432999849319458,936.46
29.63699984550476,955.49
29.8439998626709,942.82
30.046000003814697,954.72
30.250999927520752,952.97
30.45899987220764,946.85
30.662999868392944,950.84
30.86899995803833,953.89
31.07200002670288,951.78
31.276999950408936,952.97
31.480000019073486,952.52
31.69099998474121,922.78
31.894999980926514,977.98
32.098999977111816,954.85
32.30799984931946,925.47
32.51599979400635,937.17
32.7189998626709,955.23
32.924999952316284,948.45
33.12899994850159,956.42
33.33399987220764,955.95
33.537999868392944,956.04
33.74199986457825,955.65
33.95199990272522,954.87
34.162999868392944,954.92
34.371999979019165,951.85
34.57599997520447,953.26
34.77899980545044,955.38
34.98899984359741,953.28
35.194000005722046,953.91
35.39999985694885,950.68
35.60699987411499,951.71
35.806999921798706,1009.76
36.008999824523926,894.37
36.22099995613098,945.58
36.42699980735779,945.64
36.632999897003174,948.23
36.83799982070923,945.06
37.043999910354614,950.55
37.246999979019165,951.50
37.44999980926514,949.11
37.651000022888184,953.78
37.853999853134155,948.33
38.05900001525879,949.27
38.26599979400635,932.41
38.473999977111816,925.72
38.674999952316284,949.83
38.876999855041504,945.49
39.08099985122681,949.71
39.28699994087219,951.07
39.49000000953674,952.37
39.69599986076355,945.65
