timestamp,rtt
0.0,8.30
0.19659209251403809,4.29
0.3973500728607178,4.36
0.598107099533081,4.30
0.7990269660949707,4.45
1.0001709461212158,4.68
1.2009780406951904,4.35
1.4020740985870361,4.61
1.603050947189331,4.62
1.8039560317993164,4.47
2.0054609775543213,5.08
2.205657958984375,4.83
2.407083034515381,5.02
2.6074700355529785,4.93
2.8077800273895264,4.95
3.008172035217285,4.92
3.2089099884033203,5.32
3.4091999530792236,4.87
3.609471082687378,4.86
3.810105085372925,5.23
4.010498046875,5.15
4.21119499206543,5.27
4.411539077758789,4.89
4.611890077590942,4.88
4.812295913696289,5.02
5.012754917144775,5.11
5.213304042816162,5.08
5.413696050643921,4.94
5.6143479347229,5.18
5.814862966537476,4.96
6.015467882156372,5.25
6.215727090835571,4.99
6.415914058685303,4.71
6.616722106933594,4.49
6.817548990249634,4.40
7.0185229778289795,4.67
7.219901084899902,4.90
7.420487880706787,5.09
7.620464086532593,4.51
7.821723937988281,4.75
8.02281403541565,4.64
8.223994970321655,4.71
8.424942016601562,4.49
8.626033067703247,4.67
8.827087879180908,4.75
9.028167963027954,4.59
9.229185104370117,4.62
9.43008804321289,4.45
9.63107705116272,4.59
9.831782102584839,4.49
10.032701969146729,4.49
10.23391604423523,4.77
10.43467903137207,4.29
10.635327100753784,4.22
10.836342096328735,4.51
11.037605047225952,4.77
11.238739967346191,4.74
11.439788103103638,4.57
11.640300989151001,4.21
11.841424942016602,4.74
12.042607069015503,4.74
12.243674039840698,4.60
12.444585084915161,4.54
12.645579099655151,4.63
12.84650707244873,4.52
13.047475099563599,4.55
13.248580932617188,4.63
13.449656009674072,4.71
13.650897979736328,4.77
13.851820945739746,4.47
14.053082942962646,4.79
14.254267930984497,4.68
14.455034971237183,4.42
14.656073093414307,4.85
14.855999946594238,4.46
15.057127952575684,4.69
15.258306980133057,4.70
15.45939588546753,4.70
15.661346912384033,5.48
15.8626708984375,5.94
16.062556982040405,5.54
16.263890027999878,5.97
16.46381688117981,5.55
16.66509699821472,5.80
16.866257905960083,5.69
17.067003965377808,5.37
17.26763391494751,5.24
17.468029022216797,4.89
17.668580055236816,5.17
17.86936593055725,5.29
18.07003092765808,5.18
18.270447969436646,5.08
18.470557928085327,4.76
18.671859979629517,4.81
18.87166404724121,4.50
19.07243299484253,4.39
19.27340602874756,4.49
19.474379062652588,4.57
19.675332069396973,4.43
19.876219034194946,4.45
20.07747793197632,4.88
20.27755904197693,4.63
20.478986024856567,5.10
20.679397106170654,4.95
20.879878997802734,5.00
21.080281972885132,4.92
21.2811861038208,5.41
21.48194909095764,5.30
21.68260097503662,5.26
21.882888078689575,4.93
22.08400297164917,5.62
22.28444004058838,5.00
22.48427391052246,4.49
22.68557906150818,4.81
22.88666296005249,4.74
23.087377071380615,4.31
23.288318872451782,4.54
23.489617109298706,4.80
23.690062999725342,4.96
23.890208959579468,4.69
24.09117889404297,4.59
24.292490005493164,4.81
24.49378800392151,4.82
24.693433046340942,4.29
24.89463996887207,4.88
25.09440588951111,4.50
25.295522928237915,4.63
25.496618032455444,4.62
25.697763919830322,4.69
25.898497104644775,4.24
26.099792957305908,4.79
26.30086588859558,4.67
26.50191593170166,4.79
26.703118085861206,4.66
26.904501914978027,4.94
27.1047101020813,4.83
27.305809020996094,4.68
27.50677490234375,4.62
27.707546949386597,4.42
27.90823197364807,4.46
28.109169006347656,4.45
28.310462951660156,4.95
28.51044988632202,4.56
28.712191104888916,5.25
28.912293910980225,4.63
29.113173961639404,4.39
29.31412100791931,4.44
29.515383005142212,4.77
29.716684103012085,4.82
29.91695809364319,4.78
30.11784791946411,4.49
30.318559885025024,4.28
30.519426107406616,4.38
30.72056007385254,4.65
30.921710968017578,4.83
31.12285089492798,4.76
31.32362198829651,4.57
31.524556875228882,4.58
31.725404977798462,4.46
31.926349878311157,4.50
32.12737202644348,4.56
32.32862710952759,4.72
32.529573917388916,4.46
32.73065996170044,4.88
32.93045496940613,4.38
33.131458044052124,4.48
33.33217191696167,4.47
33.53341007232666,4.81
33.734559059143066,4.63
33.93544292449951,4.40
34.13636589050293,4.45
34.33712196350098,4.39
34.53784489631653,4.37
34.73874306678772,4.58
34.93945789337158,4.28
35.140202045440674,4.36
35.34144306182861,4.75
35.5421359539032,4.33
35.74326992034912,4.64
35.94436192512512,4.72
36.14578700065613,5.03
36.346083879470825,4.91
36.547077894210815,5.56
36.748262882232666,5.75
36.94919204711914,5.50
37.15056395530701,5.99
37.34991908073425,5.96
37.54990100860596,5.49
37.751676082611084,6.30
37.952106952667236,6.14
38.15301990509033,6.44
38.3519868850708,5.49
38.553361892700195,6.12
38.75331091880798,5.42
38.954269886016846,5.52
39.155587911605835,5.85
39.355637073516846,5.69
39.5562059879303,5.07
39.757100105285645,5.42
39.957823038101196,5.25
